label,yaw,position.x,position.y,position.z,dimensions.x,dimensions.y,dimensions.z
Construction Signs,-0.763354746,34.761,61.059,0.376,1.11,1.169,1.196
Car,-0.791622665,15.997,21.756,0.514,1.836,4.204,1.577
Cones,-2.314114693,39.158,65.926,0.258,0.469,0.419,0.981
Construction Signs,-2.363801178,-18.788,26.168,0.349,0.931,1.128,1.202
Construction Signs,-2.590693981,-4.988,41.134,0.381,0.883,1.08,1.152
Other Vehicle - Uncommon,2.340041468,27.509,-48.529,0.329,1.405,2.943,2
Construction Signs,-2.363801178,-37.786,44.797,0.32,1.036,0.975,1.172
Car,2.468002917,-18.269,4.736,0.539,1.809,4.76,1.54
Construction Signs,-2.398707764,-27.295,63.408,0.365,0.908,1.08,1.227
Car,-0.776362307,156.172,159.028,0.201,1.983,4.2,1.402
Construction Signs,-2.363801178,-28.428,35.685,0.316,0.931,0.799,1.163
Cones,2.318681662,46.372,68.642,0.119,0.391,0.356,0.794
Construction Signs,-2.363801178,-48.222,55.041,0.374,1.143,1.168,1.279
Car,-0.776607173,188.862,200.348,0.243,2.077,4.48,1.531
Construction Signs,-2.311441301,-8.969,45.069,0.375,0.883,1.08,1.113
Car,-0.784701777,81.12,81.989,0.29,1.915,4.2,1.536
Other Vehicle - Uncommon,-0.819004478,6.448,-36.646,0.679,1.405,2.943,2
Cones,-2.314114693,36.93,63.47,0.363,0.469,0.566,1.101
Car,2.326786802,-39.265,-16.085,0.804,1.961,4.215,1.47
Other Vehicle - Uncommon,2.444761223,-26.207,-3.621,0.929,1.5,3.106,2
Construction Signs,-2.363801178,-33.054,40.171,0.298,0.977,0.975,1.128
Car,2.374344169,96.07,121.35,0.513,2.039,4.31,1.666
Other Vehicle - Uncommon,-0.784097893,6.5,-27.47,0.729,1.405,2.943,2
Other Vehicle - Uncommon,2.270228298,12.065,-22.568,0.679,1.405,2.943,2
Construction Signs,-0.833167916,29.709,56.336,0.404,1.06,0.939,1.201
Car,2.391797462,101.254,126.228,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,10.246,-20.967,0.679,1.405,2.943,2
Car,2.374344169,90.591,115.466,0.513,2.021,4.24,1.666
Other Vehicle - Uncommon,2.532027686,12.973,-27.502,0.629,1.405,2.943,2
Car,-2.28650882,-23.454,-35.891,0.974,1.881,4.18,1.593
Car,2.437236534,37.946,49.736,0.326,1.812,4.691,1.626
Car,-0.741700588,159.155,166.339,0.477,2.411,4.905,1.847
Pedestrian,2.366318273,94.703,124.973,0.699,0.849,0.681,1.931
Car,2.347532188,163.68,185.592,0.287,1.997,4.48,1.531
Car,2.349970071,91.402,106.142,0.568,2.195,4.524,1.686
Car,2.349970071,51.002,65.367,0.476,1.777,4.436,1.626
Car,0.203939978,25.942,15.277,0.177,1.886,4.787,1.545
Car,2.367423364,30.948,41.561,0.477,2.077,4.951,1.93
Car,2.3813857,-44.415,-30.475,0.804,1.806,4.391,1.512
Car,2.367423364,77.927,93.044,0.548,2.195,4.524,1.686
Car,2.367423364,17.43,31.977,0.495,1.806,4.561,1.512
Car,2.381386159,65.071,79.358,0.458,2.195,4.524,1.626
Pedestrian,2.355597652,100.532,97.024,0.63,0.853,0.53,1.795
Car,2.379058892,25.631,40.279,0.326,1.757,4.5,1.626
Car,2.377895203,-24.221,-8.883,0.604,1.806,4.391,1.512
Pedestrian,2.376869271,18.057,47.209,0.857,0.946,1.081,1.885
Car,-0.742990279,57.29,65.887,0.343,1.934,4.229,1.555
Car,-0.724247295,158.987,166.303,0.477,2.411,4.905,1.847
Pedestrian,2.342567832,100.478,96.999,0.665,0.78,0.524,1.8
Car,2.367423364,78.345,93.495,0.548,2.195,4.524,1.686
Car,-0.742990279,56.808,65.333,0.351,1.934,4.162,1.555
Car,2.353460703,51.262,65.59,0.462,1.794,4.436,1.538
Pedestrian,2.396925352,94.647,124.917,0.63,0.794,0.696,1.795
Car,-0.776607173,177.712,189.803,0.493,2.077,4.48,1.531
Car,2.364985481,164.066,185.866,0.287,1.997,4.48,1.531
Car,2.349970071,91.092,105.849,0.538,2.195,4.524,1.686
Car,2.38254513,65.251,79.512,0.438,2.195,4.691,1.626
Car,2.380306214,20.759,31.401,0.591,1.867,4.629,1.673
Other Vehicle - Uncommon,-0.784097893,4.823,-26.158,0.729,1.405,2.943,2
Car,2.326786802,-60.458,-37.423,0.934,2.104,4.215,1.681
Car,2.380306214,26.281,36.583,0.451,1.867,4.689,1.511
Other Vehicle - Uncommon,0.804151726,-6.299,-24.519,0.929,1.453,3.055,2
Car,-0.797352559,-44.205,-44.985,0.986,2.049,4.409,1.733
Car,2.374344169,82.091,107.072,0.679,1.99,4.386,1.76
Cones,2.319776953,-12.685,48.946,0.199,0.25,0.513,0.726
Other Vehicle - Uncommon,-0.661924845,16.033,-36.19,0.629,1.405,2.943,2
Car,2.398442208,-30.673,-7.523,0.759,1.849,4.723,1.561
Other Vehicle - Uncommon,2.340041468,29.245,-50.182,0.329,1.405,2.943,2
Car,-0.75671608,25.338,26.533,0.433,1.94,4.302,1.858
Car,2.318553299,-64.74,-47.102,1.239,1.756,4.441,1.521
Pedestrian,2.353609567,0.787,28.93,0.851,0.824,1.259,1.917
Car,-2.372426925,-6.854,26.46,0.589,2.102,4.628,1.474
Car,0.635908095,34.919,-11.359,0.811,1.924,4.164,1.663
Pickup Truck,0.618454802,40.027,-18.073,1.355,2.333,5.944,2.116
Pickup Truck,0.653361388,25.906,1.561,0.595,2.216,6.266,1.945
Other Vehicle - Uncommon,-0.801551186,25.897,-47.279,0.329,1.405,2.943,2
Car,-2.354973632,-8.704,23.317,0.6,1.937,4.143,1.642
Car,-0.776362307,114.658,116.61,0.221,1.983,4.2,1.643
Car,-2.33752034,-19.084,33.955,0.658,2.17,4.835,1.836
Car,-2.33752034,-13.885,28.142,0.481,2.044,4.381,1.605
Car,2.374344169,126.755,152.526,0.295,2.039,4.503,1.714
Personal Mobility Device,0.778505468,52.509,45.769,0.173,0.539,1.065,1.225
Construction Signs,-2.363801178,-24.364,30.921,0.439,0.931,0.764,1.249
Other Vehicle - Construction Vehicle,2.283860613,45.789,69.968,1.788,2.757,7.215,4.132
Car,-0.776362307,125.363,127.323,0.321,1.983,4.2,1.643
Car,-0.776362307,164.026,166.822,0.201,1.983,4.2,1.402
Car,-0.776362307,138.981,141.251,0.221,1.983,4.2,1.643
Other Vehicle - Uncommon,2.35749476,0.057,-23.036,0.929,1.405,2.943,2
Cones,2.320352623,49.373,71.445,0.118,0.266,0.307,0.792
Car,2.381333364,-13.929,9.403,0.572,1.849,4.464,1.69
Pickup Truck,2.367423281,-86.947,-69.725,1.748,2.025,5.589,2.033
Car,2.374344169,106.6,131.627,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,-2.98,-27.645,0.929,1.405,2.943,2
Construction Signs,-2.520880811,-31.226,66.802,0.328,0.908,1.08,1.227
Car,-0.774169373,-7.43,-1.805,0.763,1.94,4.302,1.637
Other Vehicle - Uncommon,2.374948053,8.964,-19.443,0.679,1.405,3.055,2
Signs,0.252357256,29.916,-17.188,1.671,1.31,0.55,2.95
Car,-0.776607173,182.401,197.639,0.493,2.077,4.48,1.531
Car,-2.354973632,-24.022,38.877,0.506,2.048,4.609,1.677
Car,0.67081468,20.917,7.334,0.399,1.884,4.162,1.523
Car,2.374344169,77.27,102.08,0.679,2.119,4.52,1.76
Car,-0.791622665,4.344,5.24,0.661,1.94,4.302,1.637
Car,2.374344169,114.778,140.501,0.295,2.039,4.503,1.714
Car,-0.784701777,61.753,62.483,0.282,2.039,4.669,1.833
Other Vehicle - Uncommon,2.374948053,14.177,-44.153,0.629,1.405,2.943,2
Car,-0.784701777,55.958,56.33,0.24,2.007,4.879,1.769
Other Vehicle - Uncommon,-0.696831431,0.24,-30.874,0.779,1.405,2.943,2
Other Vehicle - Uncommon,-2.389800805,2.79,-20.13,0.729,1.453,3.055,2
Pedestrian,-0.784091875,1.839,28.662,0.679,0.77,0.933,1.862
Car,2.391797462,111.411,136.687,0.345,2.039,4.503,1.714
Car,2.328973487,-22.066,1.282,0.631,1.768,4.339,1.608
Car,-0.784701777,69.3,69.879,0.188,1.794,4.207,1.614
Construction Signs,-2.363801178,-43.362,50.13,0.345,1.067,1.168,1.22
Other Vehicle - Uncommon,2.340041468,31.725,-62.768,0.329,1.405,2.943,2
Other Vehicle - Uncommon,-0.784097893,-1.478,-29.192,0.879,1.405,2.943,2
Car,-0.784701777,77.817,78.463,0.23,1.815,3.695,1.561
Car,-0.742753661,31.622,37.826,0.429,1.893,4.097,1.701
Other Vehicle - Uncommon,0.716885264,0.228,-19.735,0.729,1.453,3.055,2
Car,-0.645075437,85.008,85.754,0.343,1.858,3.593,1.597
Car,2.374344169,134.621,159.967,0.295,2.039,4.503,1.714
Other Vehicle - Uncommon,2.322588175,4.978,-34.997,0.679,1.405,2.943,2
Car,2.374344169,152.975,179.175,0.295,2.039,4.503,1.714
Car,2.418061679,148.22,183.219,0.672,2.402,4.634,1.822
Construction Signs,0.80282691,-14.071,21.571,0.293,0.875,1.106,1.137
Car,2.374344169,86.425,111.36,0.461,1.853,4.24,1.603
Other Vehicle - Uncommon,2.35749476,9.323,-39.539,0.629,1.405,2.943,2
Other Vehicle - Uncommon,2.374948053,10.978,-41.146,0.629,1.405,2.943,2
Car,2.326786802,-64.358,-41.703,0.999,1.961,4.215,1.47
Other Vehicle - Uncommon,-0.749191308,12.979,-31.775,0.629,1.405,3.265,2
Car,-0.749795192,65.525,66.295,0.119,1.682,4.226,1.374
Car,-0.776607173,176.901,194.008,0.543,2.077,4.48,1.531
Cones,2.282202911,43.684,67.398,0.108,0.389,0.395,0.767
Cones,-2.314114693,37.137,63.866,0.211,0.353,0.516,0.785
Other Vehicle - Uncommon,2.566934271,17.683,-37.329,0.629,1.405,2.943,2
Other Vehicle - Uncommon,-0.766644601,2.052,-32.159,0.679,1.405,2.943,2
Car,0.618454802,30.894,-5.2,0.543,2.03,4.951,1.575
Motorcycle,-0.804161326,10.178,15.215,0.741,0.884,1.969,1.782
Other Vehicle - Construction Vehicle,-0.774935367,95.278,96.9,3.716,3.306,10.228,8.393
Construction Signs,-0.763354746,34.761,61.059,0.376,1.11,1.169,1.196
Car,-0.791622665,16.637,22.39,0.504,1.836,4.204,1.577
Cones,-2.314114693,39.158,65.926,0.258,0.469,0.419,0.981
Construction Signs,-2.363801178,-18.788,26.168,0.349,0.931,1.128,1.202
Construction Signs,-2.590693981,-4.988,41.134,0.381,0.883,1.08,1.152
Other Vehicle - Uncommon,2.340041468,27.509,-48.529,0.329,1.405,2.943,2
Construction Signs,-2.363801178,-37.786,44.797,0.32,1.036,0.975,1.172
Car,2.468002917,-18.269,4.736,0.539,1.809,4.76,1.54
Construction Signs,-2.398707764,-27.295,63.408,0.365,0.908,1.08,1.227
Car,-0.776362307,156.172,159.028,0.201,1.983,4.2,1.402
Construction Signs,-2.363801178,-28.428,35.685,0.316,0.931,0.799,1.163
Cones,2.318681662,46.372,68.642,0.119,0.391,0.356,0.794
Construction Signs,-2.363801178,-48.222,55.041,0.374,1.143,1.168,1.279
Car,-0.776607173,188.862,200.348,0.243,2.077,4.48,1.531
Construction Signs,-2.311441301,-8.969,45.069,0.375,0.883,1.08,1.113
Car,-0.784701777,81.12,81.989,0.29,1.915,4.2,1.536
Other Vehicle - Uncommon,-0.819004478,6.448,-36.646,0.679,1.405,2.943,2
Cones,-2.314114693,36.93,63.47,0.363,0.469,0.566,1.101
Car,2.326786802,-39.265,-16.085,0.804,1.961,4.215,1.47
Other Vehicle - Uncommon,2.444761223,-26.207,-3.621,0.929,1.5,3.106,2
Construction Signs,-2.363801178,-33.054,40.171,0.298,0.977,0.975,1.128
Car,2.374344169,96.07,121.35,0.513,2.039,4.31,1.666
Other Vehicle - Uncommon,-0.784097893,6.5,-27.47,0.729,1.405,2.943,2
Other Vehicle - Uncommon,2.270228298,12.065,-22.568,0.679,1.405,2.943,2
Construction Signs,-0.833167916,29.709,56.336,0.404,1.06,0.939,1.201
Car,2.391797462,101.254,126.228,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,10.246,-20.967,0.679,1.405,2.943,2
Car,2.374344169,90.591,115.466,0.513,2.021,4.24,1.666
Other Vehicle - Uncommon,2.532027686,12.973,-27.502,0.629,1.405,2.943,2
Car,-2.28650882,-23.454,-35.891,0.974,1.881,4.18,1.593
Car,2.437236534,37.763,49.528,0.326,1.812,4.691,1.626
Car,-0.741700588,159.161,166.344,0.477,2.411,4.905,1.847
Pedestrian,2.366318273,94.608,124.874,0.699,0.849,0.681,1.931
Car,2.349471443,163.261,185.169,0.287,1.997,4.48,1.531
Car,2.349970071,90.836,105.582,0.562,2.195,4.524,1.686
Car,2.346479869,50.365,64.761,0.476,1.777,4.436,1.626
Car,0.20743018,25.947,15.285,0.177,1.886,4.787,1.545
Car,2.367423364,30.948,41.559,0.477,2.077,4.951,1.93
Car,2.3813857,-45.334,-31.447,0.804,1.806,4.391,1.512
Car,2.367423364,77.306,92.407,0.546,2.195,4.524,1.686
Car,2.367423364,17.43,31.977,0.495,1.806,4.561,1.512
Car,2.384876656,64.41,78.68,0.456,2.195,4.524,1.626
Pedestrian,2.364097662,100.4,96.914,0.63,0.853,0.53,1.795
Car,2.367423364,25.452,40.099,0.326,1.757,4.5,1.626
Car,2.3813857,-25.029,-9.725,0.604,1.806,4.391,1.512
Pedestrian,2.383849676,17.954,47.097,0.857,0.946,1.081,1.885
Car,-0.746480776,58.157,66.839,0.343,1.934,4.229,1.555
Car,-0.724247295,159.009,166.328,0.477,2.411,4.905,1.847
Pedestrian,2.342567832,100.323,96.921,0.666,0.78,0.524,1.8
Car,2.367423364,77.561,92.686,0.545,2.195,4.524,1.686
Car,-0.746480776,57.643,66.266,0.353,1.934,4.162,1.555
Car,2.353460703,50.354,64.696,0.454,1.794,4.436,1.538
Pedestrian,2.396925352,94.56,124.822,0.63,0.794,0.696,1.795
Car,-0.776607173,177.712,189.803,0.493,2.077,4.48,1.531
Car,2.36886399,163.148,184.913,0.287,1.997,4.48,1.531
Car,2.349970071,90.616,105.383,0.538,2.195,4.524,1.686
Car,2.384876656,64.863,79.109,0.436,2.195,4.691,1.626
Car,2.380306214,20.759,31.401,0.591,1.867,4.629,1.673
Other Vehicle - Uncommon,-0.784097893,4.823,-26.158,0.729,1.405,2.943,2
Car,2.326786802,-60.458,-37.423,0.934,2.104,4.215,1.681
Car,2.380306214,26.281,36.583,0.451,1.867,4.689,1.511
Other Vehicle - Uncommon,0.804151726,-6.299,-24.519,0.929,1.453,3.055,2
Car,-0.797352559,-44.205,-44.985,0.986,2.049,4.409,1.733
Car,2.374344169,82.091,107.072,0.679,1.99,4.386,1.76
Cones,2.319776953,-12.685,48.946,0.199,0.25,0.513,0.726
Other Vehicle - Uncommon,-0.661924845,16.033,-36.19,0.629,1.405,2.943,2
Car,2.398442208,-30.673,-7.523,0.759,1.849,4.723,1.561
Other Vehicle - Uncommon,2.340041468,29.245,-50.182,0.329,1.405,2.943,2
Car,-0.75671608,26.015,27.249,0.417,1.94,4.302,1.858
Car,2.322043896,-65.735,-48.029,1.239,1.756,4.441,1.521
Pedestrian,2.353609567,0.662,28.805,0.857,0.824,1.259,1.917
Car,-2.372426925,-6.854,26.46,0.589,2.102,4.628,1.474
Car,0.635908095,34.919,-11.359,0.811,1.924,4.164,1.663
Pickup Truck,0.618454802,40.027,-18.073,1.355,2.333,5.944,2.116
Pickup Truck,0.653361388,25.906,1.561,0.595,2.216,6.266,1.945
Other Vehicle - Uncommon,-0.801551186,25.897,-47.279,0.329,1.405,2.943,2
Car,-2.354973632,-8.704,23.317,0.6,1.937,4.143,1.642
Car,-0.776362307,114.658,116.61,0.221,1.983,4.2,1.643
Car,-2.33752034,-19.084,33.955,0.658,2.17,4.835,1.836
Car,-2.33752034,-13.885,28.142,0.481,2.044,4.381,1.605
Car,2.374344169,126.755,152.526,0.295,2.039,4.503,1.714
Personal Mobility Device,0.778505468,52.509,45.769,0.173,0.539,1.065,1.225
Construction Signs,-2.363801178,-24.364,30.921,0.439,0.931,0.764,1.249
Other Vehicle - Construction Vehicle,2.283860613,45.789,69.968,1.788,2.757,7.215,4.132
Car,-0.776362307,125.363,127.323,0.321,1.983,4.2,1.643
Car,-0.776362307,164.026,166.822,0.201,1.983,4.2,1.402
Car,-0.776362307,138.981,141.251,0.221,1.983,4.2,1.643
Other Vehicle - Uncommon,2.35749476,0.057,-23.036,0.929,1.405,2.943,2
Cones,2.320352623,49.373,71.445,0.118,0.266,0.307,0.792
Car,2.381333364,-13.929,9.403,0.572,1.849,4.464,1.69
Pickup Truck,2.367423281,-87.382,-70.171,1.748,2.025,5.589,2.033
Car,2.374344169,106.6,131.627,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,-2.98,-27.645,0.929,1.405,2.943,2
Construction Signs,-2.520880811,-31.226,66.802,0.328,0.908,1.08,1.227
Car,-0.777659243,-7.308,-1.679,0.763,1.94,4.302,1.637
Other Vehicle - Uncommon,2.374948053,8.964,-19.443,0.679,1.405,3.055,2
Signs,0.252357256,29.916,-17.188,1.671,1.31,0.55,2.95
Car,-0.776607173,182.401,197.639,0.493,2.077,4.48,1.531
Car,-2.354973632,-24.022,38.877,0.506,2.048,4.609,1.677
Car,0.67081468,20.917,7.334,0.399,1.884,4.162,1.523
Car,2.374344169,77.27,102.08,0.679,2.119,4.52,1.76
Car,-0.791622665,4.969,5.864,0.667,1.94,4.302,1.637
Car,2.374344169,114.778,140.501,0.295,2.039,4.503,1.714
Car,-0.784701777,61.753,62.483,0.282,2.039,4.669,1.833
Other Vehicle - Uncommon,2.374948053,14.177,-44.153,0.629,1.405,2.943,2
Car,-0.784701777,55.958,56.33,0.24,2.007,4.879,1.769
Other Vehicle - Uncommon,-0.696831431,0.24,-30.874,0.779,1.405,2.943,2
Other Vehicle - Uncommon,-2.389800805,2.79,-20.13,0.729,1.453,3.055,2
Pedestrian,-0.773622266,1.925,28.752,0.677,0.77,0.933,1.862
Car,2.391797462,111.411,136.687,0.345,2.039,4.503,1.714
Car,2.328973487,-22.066,1.282,0.631,1.768,4.339,1.608
Car,-0.784701777,69.3,69.879,0.188,1.794,4.207,1.614
Construction Signs,-2.363801178,-43.362,50.13,0.345,1.067,1.168,1.22
Other Vehicle - Uncommon,2.340041468,31.725,-62.768,0.329,1.405,2.943,2
Other Vehicle - Uncommon,-0.784097893,-1.478,-29.192,0.879,1.405,2.943,2
Car,-0.784701777,77.817,78.463,0.23,1.815,3.695,1.561
Car,-0.739263791,32.275,38.553,0.429,1.893,4.097,1.701
Other Vehicle - Uncommon,0.716885264,0.228,-19.735,0.729,1.453,3.055,2
Car,-0.645075437,85.008,85.754,0.343,1.858,3.593,1.597
Car,2.374344169,134.621,159.967,0.295,2.039,4.503,1.714
Other Vehicle - Uncommon,2.322588175,4.978,-34.997,0.679,1.405,2.943,2
Car,2.374344169,152.975,179.175,0.295,2.039,4.503,1.714
Car,2.418061679,148.22,183.219,0.672,2.402,4.634,1.822
Construction Signs,0.80282691,-14.071,21.571,0.293,0.875,1.106,1.137
Car,2.374344169,86.425,111.36,0.461,1.853,4.24,1.603
Other Vehicle - Uncommon,2.35749476,9.323,-39.539,0.629,1.405,2.943,2
Other Vehicle - Uncommon,2.374948053,10.978,-41.146,0.629,1.405,2.943,2
Car,2.326786802,-64.358,-41.703,0.999,1.961,4.215,1.47
Other Vehicle - Uncommon,-0.749191308,12.979,-31.775,0.629,1.405,3.265,2
Car,-0.749795192,65.525,66.295,0.119,1.682,4.226,1.374
Car,-0.776607173,176.901,194.008,0.543,2.077,4.48,1.531
Cones,2.282202911,43.684,67.398,0.108,0.389,0.395,0.767
Cones,-2.314114693,37.137,63.866,0.211,0.353,0.516,0.785
Other Vehicle - Uncommon,2.566934271,17.683,-37.329,0.629,1.405,2.943,2
Other Vehicle - Uncommon,-0.766644601,2.052,-32.159,0.679,1.405,2.943,2
Car,0.618454802,30.894,-5.2,0.543,2.03,4.951,1.575
Motorcycle,-0.804161326,10.772,15.782,0.731,0.884,1.969,1.782
Other Vehicle - Construction Vehicle,-0.774935367,95.278,96.9,3.716,3.306,10.228,8.393
Construction Signs,-0.763354746,34.761,61.059,0.376,1.11,1.169,1.196
Car,-0.791622665,17.293,23.041,0.494,1.836,4.204,1.577
Cones,-2.314114693,39.158,65.926,0.258,0.469,0.419,0.981
Construction Signs,-2.363801178,-18.788,26.168,0.349,0.931,1.128,1.202
Construction Signs,-2.590693981,-4.988,41.134,0.381,0.883,1.08,1.152
Other Vehicle - Uncommon,2.340041468,27.509,-48.529,0.329,1.405,2.943,2
Construction Signs,-2.363801178,-37.786,44.797,0.32,1.036,0.975,1.172
Car,2.468002917,-18.269,4.736,0.539,1.809,4.76,1.54
Construction Signs,-2.398707764,-27.295,63.408,0.365,0.908,1.08,1.227
Car,-0.776362307,156.172,159.028,0.201,1.983,4.2,1.402
Construction Signs,-2.363801178,-28.428,35.685,0.316,0.931,0.799,1.163
Cones,2.318681662,46.372,68.642,0.119,0.391,0.356,0.794
Construction Signs,-2.363801178,-48.222,55.041,0.374,1.143,1.168,1.279
Car,-0.776607173,188.862,200.348,0.243,2.077,4.48,1.531
Construction Signs,-2.311441301,-8.969,45.069,0.375,0.883,1.08,1.113
Car,-0.784701777,81.12,81.989,0.29,1.915,4.2,1.536
Other Vehicle - Uncommon,-0.819004478,6.448,-36.646,0.679,1.405,2.943,2
Cones,-2.314114693,36.93,63.47,0.363,0.469,0.566,1.101
Car,2.326786802,-39.265,-16.085,0.804,1.961,4.215,1.47
Other Vehicle - Uncommon,2.444761223,-26.207,-3.621,0.929,1.5,3.106,2
Construction Signs,-2.363801178,-33.054,40.171,0.298,0.977,0.975,1.128
Car,2.374344169,96.07,121.35,0.513,2.039,4.31,1.666
Other Vehicle - Uncommon,-0.784097893,6.5,-27.47,0.729,1.405,2.943,2
Other Vehicle - Uncommon,2.270228298,12.065,-22.568,0.679,1.405,2.943,2
Construction Signs,-0.833167916,29.709,56.336,0.404,1.06,0.939,1.201
Car,2.391797462,101.254,126.228,0.454,2.039,4.503,1.714
Other Vehicle - Uncommon,2.35749476,10.246,-20.967,0.679,1.405,2.943,2
Car,2.374344169,90.591,115.466,0.513,2.021,4.24,1.666
Other Vehicle - Uncommon,2.532027686,12.973,-27.502,0.629,1.405,2.943,2
Car,-2.28650882,-23.454,-35.891,0.974,1.881,4.18,1.593
Car,2.437236534,37.579,49.32,0.326,1.812,4.691,1.626
Car,-0.741700588,159.166,166.35,0.477,2.411,4.905,1.847
Pedestrian,2.366318273,94.513,124.775,0.699,0.849,0.681,1.931
Car,2.353349952,162.421,184.324,0.287,1.997,4.48,1.531
Car,2.349970071,90.27,105.022,0.556,2.195,4.524,1.686
Car,2.342989525,49.729,64.154,0.476,1.777,4.436,1.626
Car,0.210920524,25.952,15.292,0.177,1.886,4.787,1.545
Car,2.367423364,30.948,41.559,0.477,2.077,4.951,1.93
Car,2.3813857,-46.278,-32.411,0.804,1.806,4.391,1.512
Car,2.367423364,76.685,91.77,0.544,2.195,4.524,1.686
Car,2.367423364,17.43,31.977,0.495,1.806,4.561,1.512
Car,2.384876656,63.814,78.049,0.454,2.195,4.524,1.626
Pedestrian,2.372597714,100.269,96.804,0.63,0.853,0.53,1.795
Car,2.367423364,25.356,40.002,0.331,1.757,4.5,1.626
Car,2.3813857,-25.87,-10.618,0.604,1.806,4.391,1.512
Pedestrian,2.390830364,17.852,46.984,0.857,0.946,1.081,1.885
Car,-0.746480776,58.998,67.741,0.343,1.934,4.229,1.555
Car,-0.724247295,159.031,166.353,0.477,2.411,4.905,1.847
Pedestrian,2.342567832,100.168,96.843,0.667,0.78,0.524,1.8
Car,2.367423364,76.776,91.877,0.543,2.195,4.524,1.686
Car,-0.746480776,58.522,67.214,0.353,1.934,4.162,1.555
Car,2.353460703,49.582,63.937,0.448,1.794,4.436,1.538
Pedestrian,2.396925352,94.516,124.775,0.63,0.794,0.696,1.795
Car,-0.776607173,177.712,189.803,0.493,2.077,4.48,1.531
Car,2.3727425,162.23,183.961,0.287,1.997,4.48,1.531
Car,2.349970071,90.141,104.917,0.538,2.195,4.524,1.686
Car,2.384876656,63.991,78.192,0.431,2.195,4.691,1.626
Car,2.380306214,20.759,31.401,0.591,1.867,4.629,1.673
Other Vehicle - Uncommon,-0.784097893,4.823,-26.158,0.729,1.405,2.943,2
Car,2.326786802,-60.458,-37.423,0.934,2.104,4.215,1.681
Car,2.380306214,26.281,36.583,0.451,1.867,4.689,1.511
Other Vehicle - Uncommon,0.804151726,-6.299,-24.519,0.929,1.453,3.055,2
Car,-0.797352559,-44.205,-44.985,0.986,2.049,4.409,1.733
Car,2.374344169,82.091,107.072,0.679,1.99,4.386,1.76
Cones,2.319776953,-12.685,48.946,0.199,0.25,0.513,0.726
Other Vehicle - Uncommon,-0.661924845,16.033,-36.19,0.629,1.405,2.943,2
Car,2.398442208,-30.673,-7.523,0.759,1.849,4.723,1.561
Other Vehicle - Uncommon,2.340041468,29.245,-50.182,0.329,1.405,2.943,2
Car,-0.75671608,26.715,27.99,0.407,1.94,4.302,1.858
Car,2.325534427,-66.729,-48.955,1.239,1.756,4.441,1.521
Pedestrian,2.353609567,0.537,28.68,0.863,0.824,1.259,1.917
Car,-2.372426925,-6.854,26.46,0.589,2.102,4.628,1.474
Car,0.635908095,34.919,-11.359,0.811,1.924,4.164,1.663
Pickup Truck,0.618454802,40.027,-18.073,1.355,2.333,5.944,2.116
Pickup Truck,0.653361388,25.906,1.561,0.595,2.216,6.266,1.945
Other Vehicle - Uncommon,-0.801551186,25.897,-47.279,0.329,1.405,2.943,2
Car,-2.354973632,-8.704,23.317,0.6,1.937,4.143,1.642
Car,-0.776362307,114.658,116.61,0.221,1.983,4.2,1.643
Car,-2.33752034,-19.084,33.955,0.658,2.17,4.835,1.836
Car,-2.33752034,-13.885,28.142,0.481,2.044,4.381,1.605
Car,2.374344169,126.755,152.526,0.295,2.039,4.503,1.714
Personal Mobility Device,0.778505468,52.509,45.769,0.173,0.539,1.065,1.225
Construction Signs,-2.363801178,-24.364,30.921,0.439,0.931,0.764,1.249
Other Vehicle - Construction Vehicle,2.283860613,45.789,69.968,1.788,2.757,7.215,4.132
Car,-0.776362307,125.363,127.323,0.321,1.983,4.2,1.643
Car,-0.776362307,164.026,166.822,0.201,1.983,4.2,1.402
Car,-0.776362307,138.981,141.251,0.221,1.983,4.2,1.643
Other Vehicle - Uncommon,2.35749476,0.057,-23.036,0.929,1.405,2.943,2
Cones,2.320352623,49.373,71.445,0.118,0.266,0.307,0.792
Car,2.381333364,-13.929,9.403,0.572,1.849,4.464,1.69
Pickup Truck,2.367423281,-88.36,-71.176,1.748,2.025,5.589,2.033
